2024-01-01,74.980
2024-01-02,35.340
2024-01-03,70.260
2024-01-04,81.660
2024-01-05,77.950
2024-01-06,41.130
2024-01-07,53.170
2024-01-08,20.700
2024-01-09,11.760
2024-01-10,28.340
2024-01-11,33.260
2024-01-12,30.830
2024-01-13,16.750
2024-01-14,40.030
2024-01-15,67.150
2024-01-16,114.620
2024-01-17,43.130
2024-01-18,81.460
2024-01-19,49.050
2024-01-20,34.900
2024-01-21,73.750
2024-01-22,74.270
2024-01-23,78.950
2024-01-24,79.320
2024-01-25,109.820
2024-01-26,85.890
2024-01-27,60.890
2024-01-28,59.590
2024-01-29,67.610
2024-01-30,88.350
2024-01-31,80.770
